Cert1,SerialNumber1,Type1,Cert2,SerialNumber2,Type2,Difference
www.game3.spasibosb.ru,18D20E1A74BFF36221BBD8D1F5E,precertificate,sberprime.spasibo.digital,18D20E1B135CFC3551CBE8D1FD6,precertificate,18
sberprime.spasibo.digital,18D20E1B135CFC3551CBE8D1FD6,precertificate,psi-spkk-static-web.testonline.sberbank.ru,18D20E1BAE4BBCA1C8850BD776F,precertificate,19
psi-spkk-static-web.testonline.sberbank.ru,18D20E1BAE4BBCA1C8850BD776F,precertificate,sc-ek-ts-ps02.spasibotest.ru,18D20E1C4BC0ACBCC63A78D1F1E,precertificate,18
sc-ek-ts-ps02.spasibotest.ru,18D20E1C4BC0ACBCC63A78D1F1E,precertificate,www.2048c.spasibosb.ru,18D20E1D030FF44E81ABD8D1F5E,precertificate,20
www.2048c.spasibosb.ru,18D20E1D030FF44E81ABD8D1F5E,precertificate,www.spasibosberbank.events,18D20E1DCAED29A6FF0BB8D1F06,precertificate,18
www.spasibosberbank.events,18D20E1DCAED29A6FF0BB8D1F06,precertificate,www.spasibo.market,18D20E1E6DFF54F2C75BD8D1F96,precertificate,21
www.spasibo.market,18D20E1E6DFF54F2C75BD8D1F96,precertificate,www.new.spasibosberbank.ru,18D20E1EF029936CBFABB8D1F9E,precertificate,17
www.new.spasibosberbank.ru,18D20E1EF029936CBFABB8D1F9E,precertificate,clientrix.cplsb.ru,18D20E1FC0C8388D575BD8D1F5E,precertificate,20
clientrix.cplsb.ru,18D20E1FC0C8388D575BD8D1F5E,precertificate,spasibo.digital,18D20E20528CF1B7D73BD8D1FD6,precertificate,17
spasibo.digital,18D20E20528CF1B7D73BD8D1FD6,precertificate,indices.sberbank-cib.com,18D20E20F0B12DFF7DBAB167AF8,precertificate,19
indices.sberbank-cib.com,18D20E20F0B12DFF7DBAB167AF8,precertificate,*.online.sberbank.ru,18D20E2181A5C8AC2F799F4A848,precertificate,21
*.online.sberbank.ru,18D20E2181A5C8AC2F799F4A848,precertificate,trade.sberbank-cib.ru,18D20E221158C9E64359D167AF8,precertificate,19
trade.sberbank-cib.ru,18D20E221158C9E64359D167AF8,precertificate,senat.cloud,18D20E22BA2F83998B111E565AC,precertificate,18
senat.cloud,18D20E22BA2F83998B111E565AC,precertificate,www.kibana.spasibobonus.ru,18D20E235CE0D1C4BFBBB8D1F9E,precertificate,19
www.kibana.spasibobonus.ru,18D20E235CE0D1C4BFBBB8D1F9E,precertificate,zakupki.spasibosb.ru,18D20E23EE7FF131F69BD8D1F5E,precertificate,17
zakupki.spasibosb.ru,18D20E23EE7FF131F69BD8D1F5E,precertificate,mail.spasibosb.ru,18D20E247E5FF2AAE70BD8D1F5E,precertificate,18
mail.spasibosb.ru,18D20E247E5FF2AAE70BD8D1F5E,precertificate,test.spasibo.digital,18D20E25771CFBB9868BD8D1FD6,precertificate,19
test.spasibo.digital,18D20E25771CFBB9868BD8D1FD6,precertificate,www.api-gmp.spasibosb.ru,18D20E2627AFFFCFFD1BC8D1F5E,precertificate,20
www.api-gmp.spasibosb.ru,18D20E2627AFFFCFFD1BC8D1F5E,precertificate,ift-lgmp.spasibotest.ru,18D20E26C0A0ABF31B1BD8D1F1E,precertificate,19
ift-lgmp.spasibotest.ru,18D20E26C0A0ABF31B1BD8D1F1E,precertificate,*.mag.21-school.ru,18D20E2769026502D2629931D35,precertificate,19
*.mag.21-school.ru,18D20E2769026502D2629931D35,precertificate,sc-ek-app-ps21.spasibotest.ru,18D20E280550A9B3349898D1F1E,precertificate,18
sc-ek-app-ps21.spasibotest.ru,18D20E280550A9B3349898D1F1E,precertificate,bi.cplsb.ru,18D20E28A12D3E1A373BD8D1F5E,precertificate,19
bi.cplsb.ru,18D20E28A12D3E1A373BD8D1F5E,precertificate,iftsberpaylk.payecom.ru,18D20E29483370A06A0F4885454,precertificate,18
iftsberpaylk.payecom.ru,18D20E29483370A06A0F4885454,precertificate,testhelp.spasibo.digital,18D20E2A187CF6B95C5BC8D1FD6,precertificate,19
testhelp.spasibo.digital,18D20E2A187CF6B95C5BC8D1FD6,precertificate,sberbankaktivno.ru,18D20E2AD46C9517A11C6D228B3,precertificate,21
sberbankaktivno.ru,18D20E2AD46C9517A11C6D228B3,precertificate,vpn01.cplsb.ru,18D20E2B821737CC473BD8D1F5E,precertificate,22
vpn01.cplsb.ru,18D20E2B821737CC473BD8D1F5E,precertificate,itsm.spasibosb.ru,18D20E2C159FF1D8470BD8D1F5E,precertificate,23
itsm.spasibosb.ru,18D20E2C159FF1D8470BD8D1F5E,precertificate,plg.sbrf.ru,18D20E2CD8FF8C97C2B32F865AC,precertificate,20
plg.sbrf.ru,18D20E2CD8FF8C97C2B32F865AC,precertificate,ras03.spasibosb.ru,18D20E2E614FF0C5675BD8D1F5E,precertificate,19
ras03.spasibosb.ru,18D20E2E614FF0C5675BD8D1F5E,precertificate,appserv.cplsb.ru,18D20E2EF6D53922372BD8D1F5E,precertificate,20
appserv.cplsb.ru,18D20E2EF6D53922372BD8D1F5E,precertificate,preprodcrm.spasibosb.ru,18D20E3007DFF3F68A7BD8D1F5E,precertificate,21
preprodcrm.spasibosb.ru,18D20E3007DFF3F68A7BD8D1F5E,precertificate,bitrix.sbspasibo.ru,18D20E30D00CCEA397FBD8D1F1E,precertificate,21
bitrix.sbspasibo.ru,18D20E30D00CCEA397FBD8D1F1E,precertificate,ubc.spasibosb.ru,18D20E319D9FFE61572BD8D1F5E,precertificate,17
ubc.spasibosb.ru,18D20E319D9FFE61572BD8D1F5E,precertificate,gitlab.cplsb.ru,18D20E3290433546973BD8D1F5E,precertificate,18
gitlab.cplsb.ru,18D20E3290433546973BD8D1F5E,precertificate,backend.spasibosb.ru,18D20E336E2FFCE806ABD8D1F5E,precertificate,17
backend.spasibosb.ru,18D20E336E2FFCE806ABD8D1F5E,precertificate,demetra.sberbank.ru,18D20E343E4F8C91C08C19163AC,precertificate,19
demetra.sberbank.ru,18D20E343E4F8C91C08C19163AC,precertificate,rc.senat.sberbank.ru,18D20E34D41F839089460B850AC,precertificate,21
rc.senat.sberbank.ru,18D20E34D41F839089460B850AC,precertificate,sc-ek-app-ps02.spasibotest.ru,18D20E356AA0ACB3949898D1F1E,precertificate,19
sc-ek-app-ps02.spasibotest.ru,18D20E356AA0ACB3949898D1F1E,precertificate,safe.passport.gbo.gazprombank.ru,18D210A606325F54EF26F4B6D1D,precertificate,22
safe.passport.gbo.gazprombank.ru,18D210A606325F54EF26F4B6D1D,precertificate,safe.gbo.gazprombank.ru,18D210A6BCB2575B8DB05486D1D,precertificate,20
safe.gbo.gazprombank.ru,18D210A6BCB2575B8DB05486D1D,precertificate,mob.cdn.gpb.ru,18D210A74A0E6DA606F04486D9D,precertificate,20
mob.cdn.gpb.ru,18D210A74A0E6DA606F04486D9D,precertificate,*.safe.gbo.gazprombank.ru,18D210A7EB4257588B103486D1D,precertificate,20
*.safe.gbo.gazprombank.ru,18D210A7EB4257588B103486D1D,precertificate,*.zakupki08.ru,18D210D9D7DF93EB877AD7527EA,precertificate,22
*.zakupki08.ru,18D210D9D7DF93EB877AD7527EA,precertificate,*.deltacredit.ru,18D210FEDC532BC3AD58290431B,precertificate,21
*.deltacredit.ru,18D210FEDC532BC3AD58290431B,precertificate,*.fedoseevskoesp.ru,18D2113FEECBE8D8308EEC473DB,precertificate,18
*.fedoseevskoesp.ru,18D2113FEECBE8D8308EEC473DB,precertificate,*.mdou75-schahty.ru,18D21173E1176622403331A18E8,precertificate,21
*.mdou75-schahty.ru,18D21173E1176622403331A18E8,precertificate,*.mdou2-schahty.ru,18D211A5A095BA12403B3170C48,precertificate,20
*.mdou2-schahty.ru,18D211A5A095BA12403B3170C48,precertificate,*.mdou40-schahty.ru,18D211C116369622403EB241884,precertificate,20
*.mdou40-schahty.ru,18D211C116369622403EB241884,precertificate,partner.tlscc.ru,17AA3FFD677E9AF3DEAAF15,precertificate,24
partner.tlscc.ru,17AA3FFD677E9AF3DEAAF15,precertificate,xn----7sbbatcveabojuhbh6ciju0g8ina.xn--p1ai,18D211DD253D5F563C6CE4105B6,precertificate,25
xn----7sbbatcveabojuhbh6ciju0g8ina.xn--p1ai,18D211DD253D5F563C6CE4105B6,precertificate,*.mdou69-schahty.ru,18D2160AF178E8778BF81591E0C,precertificate,23
*.mdou69-schahty.ru,18D2160AF178E8778BF81591E0C,precertificate,*.mdou3-schahty.ru,18D2162E703B31819BF81ED0A06,precertificate,22
*.mdou3-schahty.ru,18D2162E703B31819BF81ED0A06,precertificate,*.mdou80-schahty.ru,18D2164C533008D78BF81450B0C,precertificate,16
*.mdou80-schahty.ru,18D2164C533008D78BF81450B0C,precertificate,online.novikom.ru,18D2167A4E3D9B43C2AEC025A63,precertificate,21
online.novikom.ru,18D2167A4E3D9B43C2AEC025A63,precertificate,cc-test.novikom.ru,18D2167AC64DCB43C2AECC29602,precertificate,19
cc-test.novikom.ru,18D2167AC64DCB43C2AECC29602,precertificate,*.xn----7sbabb9bafefpyi3bm2b9a2gra.xn--p1ai,18D216A9F9FE0938E4647727916,precertificate,20
*.xn----7sbabb9bafefpyi3bm2b9a2gra.xn--p1ai,18D216A9F9FE0938E4647727916,precertificate,*.rosbank-dom.ru,18D216C60BED3BC3AD58290CF4E,precertificate,22
*.rosbank-dom.ru,18D216C60BED3BC3AD58290CF4E,precertificate,*.shkola-28.ucoz.ru,18D217011B74E8B68A9FFC516DF,precertificate,21
*.shkola-28.ucoz.ru,18D217011B74E8B68A9FFC516DF,precertificate,*.mdigital.ru,18D2171C58C5A0177C20472DB0F,precertificate,21
*.mdigital.ru,18D2171C58C5A0177C20472DB0F,precertificate,*.mfc61.ru,18D21DC450A9536B3EC222A8986,precertificate,25
*.mfc61.ru,18D21DC450A9536B3EC222A8986,precertificate,prp-prime.open.ru,18D21E195128C2573AA5B82C726,precertificate,21
prp-prime.open.ru,18D21E195128C2573AA5B82C726,precertificate,*.shkola17shahti.ru,18D21E38424D18B68A9FFC59624,precertificate,19
*.shkola17shahti.ru,18D21E38424D18B68A9FFC59624,precertificate,*.octobdonland.ru,18D21E534A472A3563985CDC1AC,precertificate,19
*.octobdonland.ru,18D21E534A472A3563985CDC1AC,precertificate,*.pritok.ru,18D21EA3418838B3D969021F2D6,precertificate,20
*.pritok.ru,18D21EA3418838B3D969021F2D6,precertificate,*.topolek44shakhty.ru,18D21EC29227B3D8D0BAE89A6CE,precertificate,18
*.topolek44shakhty.ru,18D21EC29227B3D8D0BAE89A6CE,precertificate,*.school391939.ucoz.ru,18D21EDC90A2BE25688FFC51601,precertificate,21
*.school391939.ucoz.ru,18D21EDC90A2BE25688FFC51601,precertificate,lifepay.mkb.ru,18D313634451192A9FB2293A5E3,precertificate,23
lifepay.mkb.ru,18D313634451192A9FB2293A5E3,precertificate,*.frontera.net.ru,18D313AD1F4C94325FC22D7E1ED,precertificate,22
*.frontera.net.ru,18D313AD1F4C94325FC22D7E1ED,precertificate,*.dosug.metro.spb.ru,18D313F3C56D4590FEE4083B1DC,precertificate,21
*.dosug.metro.spb.ru,18D313F3C56D4590FEE4083B1DC,precertificate,*.guion.spb.ru,18D31421E479618DB054CDE9FF5,precertificate,21
*.guion.spb.ru,18D31421E479618DB054CDE9FF5,precertificate,*.detskiysad91shakhy.ru,18D31462AA3AC052304AE89A6C2,precertificate,20
*.detskiysad91shakhy.ru,18D31462AA3AC052304AE89A6C2,precertificate,*.shakhty-edu.ru,18D3148B2D84C9A02139BE22BFF,precertificate,22
*.shakhty-edu.ru,18D3148B2D84C9A02139BE22BFF,precertificate,*.ecpk-alpha.sibintek.ru,18D314B54CA32B3AFB3A1D3CC1B,precertificate,20
*.ecpk-alpha.sibintek.ru,18D314B54CA32B3AFB3A1D3CC1B,precertificate,mi-core-spz.vtb24.ru,18D314E26C92567D73EEB757307,precertificate,20
mi-core-spz.vtb24.ru,18D314E26C92567D73EEB757307,precertificate,*.mkkbs.ru,18D31539A052401F7BF0DBE7E7C,precertificate,20
*.mkkbs.ru,18D31539A052401F7BF0DBE7E7C,precertificate,*.pleinoutlet.com,18D3187D5B268B4C5A08C200CE3,precertificate,22
*.pleinoutlet.com,18D3187D5B268B4C5A08C200CE3,precertificate,*.pleinsport.com,18D3187DB9A68B4B3C8CF200CE3,precertificate,20
*.pleinsport.com,18D3187DB9A68B4B3C8CF200CE3,precertificate,*.secretoutlet.com,18D3187DE5768B4B9F20B200CE3,precertificate,17
*.secretoutlet.com,18D3187DE5768B4B9F20B200CE3,precertificate,*.billionaire.com,18D3187E0D268248B2F8E200CE3,precertificate,19
*.billionaire.com,18D3187E0D268248B2F8E200CE3,precertificate,*.plein.com,18D3187E3326804A9E5F0200CE3,precertificate,20
*.plein.com,18D3187E3326804A9E5F0200CE3,precertificate,*.xn--21-8kc3bfr2e.xn--p1ai,18D318F3E4F678B8687FFC5263E,precertificate,22
*.xn--21-8kc3bfr2e.xn--p1ai,18D318F3E4F678B8687FFC5263E,precertificate,payments.sberbank.ru,18D319438E5370A76EC76346354,precertificate,21
payments.sberbank.ru,18D319438E5370A76EC76346354,precertificate,testsite.sberbankins.ru,18D31945B862E91D1ED23195A3C,precertificate,21
testsite.sberbankins.ru,18D31945B862E91D1ED23195A3C,precertificate,*.shagym.ru,18D31A959B59F8939712D59F945,precertificate,20
*.shagym.ru,18D31A959B59F8939712D59F945,precertificate,*.panfilova42.ucoz.ru,18D31AB836291B91588FFC516AD,precertificate,20
*.panfilova42.ucoz.ru,18D31AB836291B91588FFC516AD,precertificate,*.tanasoft.ru,18D31ADD21DDBB4AFC3D9F3A3F6,precertificate,19
*.tanasoft.ru,18D31ADD21DDBB4AFC3D9F3A3F6,precertificate,*.xn----8sbelbqcqn2cqe2bg0b1c.xn--p1ai,18D3B68C4191068E632C387DF88,precertificate,22
*.xn----8sbelbqcqn2cqe2bg0b1c.xn--p1ai,18D3B68C4191068E632C387DF88,precertificate,spkk-static-web.online.sberbank.ru,18D3BA362FCFBC91C8840D394E9,precertificate,22
spkk-static-web.online.sberbank.ru,18D3BA362FCFBC91C8840D394E9,precertificate,sber.ru,18D3BA37063B6B4AFB3CE29103D,precertificate,20
sber.ru,18D3BA37063B6B4AFB3CE29103D,precertificate,jenkins.rnd.dev.sberdevices.ru,18D3BA378801507051025225E51,precertificate,20
jenkins.rnd.dev.sberdevices.ru,18D3BA378801507051025225E51,precertificate,outlook.sberbank.ru,18D3BA37F9CF85D9C6C4FB066AC,precertificate,21
outlook.sberbank.ru,18D3BA37F9CF85D9C6C4FB066AC,precertificate,dataleak.sberbank.ru,18D3BA3885973F89C7B29DBF50A,precertificate,19
dataleak.sberbank.ru,18D3BA3885973F89C7B29DBF50A,precertificate,bf.sberbank.ru,18D3BA391AFE3B2AF8FD9AE57D0,precertificate,20
bf.sberbank.ru,18D3BA391AFE3B2AF8FD9AE57D0,precertificate,jenkins.rnd.dev.sberdevices.ru,18D3BA39BBB1507051025225E51,precertificate,21
jenkins.rnd.dev.sberdevices.ru,18D3BA39BBB1507051025225E51,precertificate,sbi.sberbank.ru,18D3BA3A37E10B9AF8FD9AE57B0,precertificate,21
sbi.sberbank.ru,18D3BA3A37E10B9AF8FD9AE57B0,precertificate,sip.omk.ru,18D3BAA9D2DDAFD9CBEA1247203,precertificate,24
sip.omk.ru,18D3BAA9D2DDAFD9CBEA1247203,precertificate,*.sinara.ru,18D3BAC83D042DA12B31800D786,precertificate,20
*.sinara.ru,18D3BAC83D042DA12B31800D786,precertificate,tls-gw.tanasoft.ru,18D3BAE7CA5EDB4AFC3D9F3D7F6,precertificate,21
tls-gw.tanasoft.ru,18D3BAE7CA5EDB4AFC3D9F3D7F6,precertificate,*.suzdalregion.ru,18D3BB02075C28C22024332BE48,precertificate,20
*.suzdalregion.ru,18D3BB02075C28C22024332BE48,precertificate,*.verhnyakovskoesp.ru,18D3BB2809AC3928347492D0A55,precertificate,22
*.verhnyakovskoesp.ru,18D3BB2809AC3928347492D0A55,precertificate,pb4.vbrr.ru,18D3BB57CCB37B3A5323BED5496,precertificate,17
pb4.vbrr.ru,18D3BB57CCB37B3A5323BED5496,precertificate,gto.gov.ru,18D3BB7398ABDB2AFFB81FE1790,precertificate,21
gto.gov.ru,18D3BB7398ABDB2AFFB81FE1790,precertificate,old.cge-amur.ru,18D3BB8FDAE03B39CADC57F7943,precertificate,21
old.cge-amur.ru,18D3BB8FDAE03B39CADC57F7943,precertificate,altermodus.ru,18D3BBAD95C33093A2803C59796,precertificate,21
altermodus.ru,18D3BBAD95C33093A2803C59796,precertificate,rnh.open.ru,18D3BBD29758C257384BC54C726,precertificate,23
rnh.open.ru,18D3BBD29758C257384BC54C726,precertificate,nh.open.ru,18D3BBD3EE58C2573A45E56C726,precertificate,22
nh.open.ru,18D3BBD3EE58C2573A45E56C726,precertificate,*.archives.gov.ru,18D3BBF3590D9B4AF8B6F5554F4,precertificate,18
*.archives.gov.ru,18D3BBF3590D9B4AF8B6F5554F4,precertificate,*.amrro.ru,18D3BC0D7F9FC848E7AECFFD065,precertificate,20
*.amrro.ru,18D3BC0D7F9FC848E7AECFFD065,precertificate,online.seb.ru,18D3BC379350F663C054C1E8DA5,precertificate,22
online.seb.ru,18D3BC379350F663C054C1E8DA5,precertificate,itarctica.ru,18D3BC5DF441F266809EC3D794A,precertificate,20
itarctica.ru,18D3BC5DF441F266809EC3D794A,precertificate,*.xn--11-jlcep3d.xn--p1ai,18D3BD2260C1F26447885FD834A,precertificate,22
*.xn--11-jlcep3d.xn--p1ai,18D3BD2260C1F26447885FD834A,precertificate,www.vtbforex.ru,18D3BD416FF0509713A16C59FA4,precertificate,22
www.vtbforex.ru,18D3BD416FF0509713A16C59FA4,precertificate,doc.rscc.ru,18D3BD5B9CCFCC62A718B5976E0,precertificate,20
doc.rscc.ru,18D3BD5B9CCFCC62A718B5976E0,precertificate,*.xn--32--8cd3cgu2f.xn--p1ai,18D3BD77E6117FA7197FFC5268E,precertificate,23
*.xn--32--8cd3cgu2f.xn--p1ai,18D3BD77E6117FA7197FFC5268E,precertificate,roscosmosbank.ru,18D3BD94D4BE991AE7E2054141B,precertificate,22
roscosmosbank.ru,18D3BD94D4BE991AE7E2054141B,precertificate,bank.psbank.ru,18D3BDC6BCC13FE94DDA0B66215,precertificate,21
bank.psbank.ru,18D3BDC6BCC13FE94DDA0B66215,precertificate,ib2.psbank.ru,18D3BDC7766E991EE90B655141B,precertificate,19
ib2.psbank.ru,18D3BDC7766E991EE90B655141B,precertificate,cbdc.psbank.ru,18D3BDC81AF13FE9409B0B66215,precertificate,22
cbdc.psbank.ru,18D3BDC81AF13FE9409B0B66215,precertificate,ib.psbank.ru,18D3BDC8A27E9916EF99D55141B,precertificate,17
ib.psbank.ru,18D3BDC8A27E9916EF99D55141B,precertificate,cbdc-dev.psbank.ru,18D3BDC920413FE945361D56215,precertificate,17
cbdc-dev.psbank.ru,18D3BDC920413FE945361D56215,precertificate,zrk.rk.gov.ru,18D3BDECE83E236261FDD38CED6,precertificate,19
zrk.rk.gov.ru,18D3BDECE83E236261FDD38CED6,precertificate,*.as50464.net,18D44DD56DC324FACFB22932599,precertificate,23
*.as50464.net,18D44DD56DC324FACFB22932599,precertificate,*.stage.1mt.ru,18D44E060A469DEFDD3C5EFBF16,precertificate,22
*.stage.1mt.ru,18D44E060A469DEFDD3C5EFBF16,precertificate,*.prod.1mt.ru,18D44E0697969DE7070D5EFBF16,precertificate,21
*.prod.1mt.ru,18D44E0697969DE7070D5EFBF16,precertificate,wp.vbrr.ru,18D44E24BD03A347D84D4EDC29C,precertificate,21
wp.vbrr.ru,18D44E24BD03A347D84D4EDC29C,precertificate,*.school391939.ru,18D44E4319857C52888FFC59613,precertificate,23
*.school391939.ru,18D44E4319857C52888FFC59613,precertificate,*.vladzan.ru,18D44E5E0B02A7933DC63B001CB,precertificate,21
*.vladzan.ru,18D44E5E0B02A7933DC63B001CB,precertificate,*.ivgoradm.ru,18D44EA2BA38476A0B7C54CC2B9,precertificate,21
*.ivgoradm.ru,18D44EA2BA38476A0B7C54CC2B9,precertificate,*.okt61.ru,18D44EC628172A35639ABE798B3,precertificate,21
*.okt61.ru,18D44EC628172A35639ABE798B3,precertificate,*.xn--80aafbk3dbqbke.xn--p1ai,18D44EFFBE0D14F1653939E5DF0,precertificate,21
*.xn--80aafbk3dbqbke.xn--p1ai,18D44EFFBE0D14F1653939E5DF0,precertificate,*.chus-bi.ru,18D44F1A9917D1CBED2E775EC6B,precertificate,22
*.chus-bi.ru,18D44F1A9917D1CBED2E775EC6B,precertificate,*.vladkc.ru,18D44F3B4AF2A7933DC8B531DC9,precertificate,21
*.vladkc.ru,18D44F3B4AF2A7933DC8B531DC9,precertificate,*.shovgen880.ru,18D44F594E4DDBE730C7264C725,precertificate,20
*.shovgen880.ru,18D44F594E4DDBE730C7264C725,precertificate,*.school40-shakhty.ru,18D44F75C443CCE1588FFC5966C,precertificate,22
*.school40-shakhty.ru,18D44F75C443CCE1588FFC5966C,precertificate,*.usznkopeysk.ru,18D45A5A937BBF49689E2293D04,precertificate,23
*.usznkopeysk.ru,18D45A5A937BBF49689E2293D04,precertificate,*.rgantd.ru,18D45A7BF29DAB4AF8BAFB6BD0F,precertificate,20
*.rgantd.ru,18D45A7BF29DAB4AF8BAFB6BD0F,precertificate,www.savingsim.ru,18D45AA4BE33F0995E05A5D6490,precertificate,24
www.savingsim.ru,18D45AA4BE33F0995E05A5D6490,precertificate,agent.savingsim.ru,18D45AA576A3F09E1155B5D6490,precertificate,21
agent.savingsim.ru,18D45AA576A3F09E1155B5D6490,precertificate,online.savingsim.ru,18D45AA61643F4916EB595D6490,precertificate,17
online.savingsim.ru,18D45AA61643F4916EB595D6490,precertificate,*.rusarchives.ru,18D45AC92A4DBB4AF8B2F335EF2,precertificate,19
*.rusarchives.ru,18D45AC92A4DBB4AF8B2F335EF2,precertificate,*.vtbbo.ru,18D45AE4CC825676D1344137307,precertificate,18
*.vtbbo.ru,18D45AE4CC825676D1344137307,precertificate,vtbbo.ru,18D45AFF2862567ADBB5D137307,precertificate,22
vtbbo.ru,18D45AFF2862567ADBB5D137307,precertificate,*.nimro.ru,18D45B1CDF7E95CFEE2A6C31129,precertificate,21
*.nimro.ru,18D45B1CDF7E95CFEE2A6C31129,precertificate,*.ined.ru,18D45B380A59F20DBD62A1E51AA,precertificate,21
*.ined.ru,18D45B380A59F20DBD62A1E51AA,precertificate,*.cit-sk.ru,18D45B52055FE9573A5733E9BFF,precertificate,20
*.cit-sk.ru,18D45B52055FE9573A5733E9BFF,precertificate,*.rozovaya-dacha.ru,18D45B72411E1091B077960EBDA,precertificate,20
*.rozovaya-dacha.ru,18D45B72411E1091B077960EBDA,precertificate,*.mbrostov.ru,18D45B9D7C82713121DD2678BA2,precertificate,17
*.mbrostov.ru,18D45B9D7C82713121DD2678BA2,precertificate,*.mdou43-schahty.ru,18D45BB8BFF448278BF81CD150C,precertificate,21
*.mdou43-schahty.ru,18D45BB8BFF448278BF81CD150C,precertificate,20school.net,18D45BD4E9BCB4DEF2FC08DD0DA,precertificate,19
20school.net,18D45BD4E9BCB4DEF2FC08DD0DA,precertificate,*.sodrujestvo.org,18D45BF211B697730954952141B,precertificate,21
*.sodrujestvo.org,18D45BF211B697730954952141B,precertificate,lkbroker.mkb.ru,18D45F84C79B7C0A3FB2293A563,precertificate,21
lkbroker.mkb.ru,18D45F84C79B7C0A3FB2293A563,precertificate,1c-directbank.mkb.ru,18D45FACD82531375FA2293A523,precertificate,20
1c-directbank.mkb.ru,18D45FACD82531375FA2293A523,precertificate,*.mkb.ru,18D45FC8A3975ABAFFB2293A563,precertificate,22
*.mkb.ru,18D45FC8A3975ABAFFB2293A563,precertificate,acs2.mkb.ru,18D45FE3EDD297DAFFB2293A5E3,precertificate,20
acs2.mkb.ru,18D45FE3EDD297DAFFB2293A5E3,precertificate,mkb.ru,18D45FFCB83DDB2AFFB2293A5A3,precertificate,20
mkb.ru,18D45FFCB83DDB2AFFB2293A5A3,precertificate,salarynow.mkb.ru,18D4601C5D6C49CB4FB2293A523,precertificate,21
salarynow.mkb.ru,18D4601C5D6C49CB4FB2293A523,precertificate,mirpay.mkb.ru,18D460429F0E9B6ACFB2293A5E3,precertificate,19
mirpay.mkb.ru,18D460429F0E9B6ACFB2293A5E3,precertificate,*.nioch.nsc.ru,18D55093148AC84B7FF9B80D9A6,precertificate,23
*.nioch.nsc.ru,18D55093148AC84B7FF9B80D9A6,precertificate,voex.msg.gpb.ru,18D550D87C76EEB0C6E04486D9D,precertificate,23
voex.msg.gpb.ru,18D550D87C76EEB0C6E04486D9D,precertificate,investregion.gov74.ru,18D550F54A72F6EFECB6DAA96F8,precertificate,22
investregion.gov74.ru,18D550F54A72F6EFECB6DAA96F8,precertificate,*.meherakovskoesp.ru,18D55112D0394731394DB55BE58,precertificate,21
*.meherakovskoesp.ru,18D55112D0394731394DB55BE58,precertificate,*.rosbank.ru,18D5512DD325A5494A12D9C139A,precertificate,22
*.rosbank.ru,18D5512DD325A5494A12D9C139A,precertificate,*.private-banking.ru,18D551472C75E37D49F755AABDC,precertificate,19
*.private-banking.ru,18D551472C75E37D49F755AABDC,precertificate,*.rosbank-leasing.ru,18D55160CAD4E34D49F755A2B4C,precertificate,22
*.rosbank-leasing.ru,18D55160CAD4E34D49F755A2B4C,precertificate,*.custody.ru,18D551785BF505494A12D9C0761,precertificate,21
*.custody.ru,18D551785BF505494A12D9C0761,precertificate,*.vibrobit.ru,18D5519E50BFC1FCCB6E57C115F,precertificate,20
*.vibrobit.ru,18D5519E50BFC1FCCB6E57C115F,precertificate,*.mingkhsk.ru,18D551C9D43F98C9C3F8B7BB850,precertificate,19
*.mingkhsk.ru,18D551C9D43F98C9C3F8B7BB850,precertificate,*.panfilova42.ru,18D551E51938DDF2A88FFC51624,precertificate,20
*.panfilova42.ru,18D551E51938DDF2A88FFC51624,precertificate,*.prosvet-edu.ru,18D5520BAB456826A11E0405C5B,precertificate,17
*.prosvet-edu.ru,18D5520BAB456826A11E0405C5B,precertificate,copp11.rkomi.ru,18D552272DF1F26C84E2B0A794A,precertificate,20
copp11.rkomi.ru,18D552272DF1F26C84E2B0A794A,precertificate,school48-schahty.ru,18D5540B1B62618F42F00CC8082,precertificate,21
school48-schahty.ru,18D5540B1B62618F42F00CC8082,precertificate,*.bankvl.ru,18D5542DCA1A776EEF1EE65D4BB,precertificate,21
*.bankvl.ru,18D5542DCA1A776EEF1EE65D4BB,precertificate,*.itl.su,18D554476153C2F267B948E7089,precertificate,19
*.itl.su,18D554476153C2F267B948E7089,precertificate,tamga-group.ru,18D55468C62925756EBB4BBFF97,precertificate,23
tamga-group.ru,18D55468C62925756EBB4BBFF97,precertificate,*.echd.ru,18D554847CBC5B4AFAF8654A998,precertificate,19
*.echd.ru,18D554847CBC5B4AFAF8654A998,precertificate,marketdata.spimex.com,18D5549D08EB046538421FA7EBA,precertificate,23
marketdata.spimex.com,18D5549D08EB046538421FA7EBA,precertificate,corp.dbo.gazprombank.ru,18D554BC24C2535FAE005486D1D,precertificate,19
corp.dbo.gazprombank.ru,18D554BC24C2535FAE005486D1D,precertificate,*.bsbp.gazprombank.ru,18D554BCC9B25350F1104486D1D,precertificate,19
*.bsbp.gazprombank.ru,18D554BCC9B25350F1104486D1D,precertificate,*.bs.gazprombank.ru,18D554BD53225A5517004486D1D,precertificate,23
*.bs.gazprombank.ru,18D554BD53225A5517004486D1D,precertificate,*.bs2.gazprombank.ru,18D554BDCCD255D1E5004486D1D,precertificate,22
*.bs2.gazprombank.ru,18D554BDCCD255D1E5004486D1D,precertificate,13z.sbermegamarket.sigma.sbrf.ru,18D554E731E51EE9B3CCBEB9059,precertificate,21
