Cert1,SerialNumber1,Type1,Cert2,SerialNumber2,Type2,Difference
*.insightins.ru,1826CEF364D5FF7EEB7B0DB4AF2,precertificate,*.geopolis.ru,1826CF09A95BC5F97DD6F386029,precertificate,20
*.geopolis.ru,1826CF09A95BC5F97DD6F386029,precertificate,*.sgugit.ru,1826CF1EB74892EBD98D02DB077,precertificate,19
*.sgugit.ru,1826CF1EB74892EBD98D02DB077,precertificate,*.iturupbank.ru,1826CF39CFBD1DAA374465C69C5,precertificate,21
*.iturupbank.ru,1826CF39CFBD1DAA374465C69C5,precertificate,*.capitalbank.ru,1826CF4F23CAA120256243ACEAD,precertificate,22
*.capitalbank.ru,1826CF4F23CAA120256243ACEAD,precertificate,*.nico-bank.ru,1826CF6B65C3C2284861D7D97E0,precertificate,20
*.nico-bank.ru,1826CF6B65C3C2284861D7D97E0,precertificate,*.trinfico.ru,1826CF7D07CAF7AA86F2C781085,precertificate,21
*.trinfico.ru,1826CF7D07CAF7AA86F2C781085,precertificate,*.bankelita.ru,1826CF909E45D1C78D102CBDFFC,precertificate,20
*.bankelita.ru,1826CF909E45D1C78D102CBDFFC,precertificate,*.skpari.ru,1826CFBEFA4DBB4AF1F95A1D8F7,precertificate,22
*.skpari.ru,1826CFBEFA4DBB4AF1F95A1D8F7,precertificate,*.belsocbank.ru,1826CFD4D4CAE15B834B792FCDD,precertificate,23
*.belsocbank.ru,1826CFD4D4CAE15B834B792FCDD,precertificate,ibank.isbank.ru,1826CFEF88BB8B4AFF3FC89037D,precertificate,21
ibank.isbank.ru,1826CFEF88BB8B4AFF3FC89037D,precertificate,ispay.isbank.ru,1826D00709BBEB4AFF3FC893378,precertificate,18
ispay.isbank.ru,1826D00709BBEB4AFF3FC893378,precertificate,*.cardiologyplus.ru,1826D035012DBCBAF67316F0AA0,precertificate,23
*.cardiologyplus.ru,1826D035012DBCBAF67316F0AA0,precertificate,*.profmedforum.ru,1826D0361B3F5ABAF67316F58E7,precertificate,20
*.profmedforum.ru,1826D0361B3F5ABAF67316F58E7,precertificate,*.rpvb.ru,1826D036B13C5B4AF67316F6826,precertificate,23
*.rpvb.ru,1826D036B13C5B4AF67316F6826,precertificate,*.izjogi.net,1826D037A7B25B4AF67312F25FE,precertificate,20
*.izjogi.net,1826D037A7B25B4AF67312F25FE,precertificate,*.vseojkt.ru,1826D03887A23B4AF67316FDE7B,precertificate,19
*.vseojkt.ru,1826D03887A23B4AF67316FDE7B,precertificate,*.gampu.net,1826D039633A4B4AF67312F1D2A,precertificate,22
*.gampu.net,1826D039633A4B4AF67312F1D2A,precertificate,*.vseopecheni.ru,1826D0551C54ABBAF67316F9C3F,precertificate,21
*.vseopecheni.ru,1826D0551C54ABBAF67316F9C3F,precertificate,*.ozdorovie.info,1826D055BC444BBAF6731AF42CE,precertificate,18
*.ozdorovie.info,1826D055BC444BBAF6731AF42CE,precertificate,*.aritmia.info,1826D0566C42EB7AF6731AFB22D,precertificate,22
*.aritmia.info,1826D0566C42EB7AF6731AFB22D,precertificate,*.gipertonia.info,1826D056ED442ABAF6731AFF226,precertificate,20
*.gipertonia.info,1826D056ED442ABAF6731AFF226,precertificate,*.club-aritmolog.ru,1826D057C1C19CBAF67316FD274,precertificate,19
*.club-aritmolog.ru,1826D057C1C19CBAF67316FD274,precertificate,*.manandwoman.info,1826D058504A68BAF6731AFB2D7,precertificate,21
*.manandwoman.info,1826D058504A68BAF6731AFB2D7,precertificate,*.bereit.ru,1826D0E3C805D242FE11FE438C1,precertificate,23
*.bereit.ru,1826D0E3C805D242FE11FE438C1,precertificate,*.tatsotsbank.ru,1826D0F7B00A0AFFAA9EE6D3673,precertificate,21
*.tatsotsbank.ru,1826D0F7B00A0AFFAA9EE6D3673,precertificate,reg.lanta.ru,1826D10FAF807B4AFEB80C03153,precertificate,20
reg.lanta.ru,1826D10FAF807B4AFEB80C03153,precertificate,*.lanta.ru,1826D110E39E5B4AFEB80C0B14E,precertificate,15
*.lanta.ru,1826D110E39E5B4AFEB80C0B14E,precertificate,*.ankb.ru,1826D1253A0EAB54A27CF88BDB7,precertificate,20
*.ankb.ru,1826D1253A0EAB54A27CF88BDB7,precertificate,*.vitabank.ru,1826D13D97847090105A31DEDA4,precertificate,21
*.vitabank.ru,1826D13D97847090105A31DEDA4,precertificate,*.vitabank.spb.ru,1826D13E6494709FD66BC20EDA4,precertificate,19
*.vitabank.spb.ru,1826D13E6494709FD66BC20EDA4,precertificate,sport43.kirov.ru,1826D151CAF8D3EF94C0C777859,precertificate,23
sport43.kirov.ru,1826D151CAF8D3EF94C0C777859,precertificate,ibank.transcapital.com,1827D5E83E9C03DAE330B8579CA,precertificate,22
ibank.transcapital.com,1827D5E83E9C03DAE330B8579CA,precertificate,*.gazneftbank.ru,1827D6031D2B4B3295F57005D02,precertificate,22
*.gazneftbank.ru,1827D6031D2B4B3295F57005D02,precertificate,login.seb.ru,1827D619D832F1E80054C1E8DA5,precertificate,20
login.seb.ru,1827D619D832F1E80054C1E8DA5,precertificate,*.bank-peresvet.ru,1827D62F6BE4ACBAFC70A72E0D9,precertificate,19
*.bank-peresvet.ru,1827D62F6BE4ACBAFC70A72E0D9,precertificate,*.ibank.bankd.ru,1827D6437EB65199E401664AFD7,precertificate,20
*.ibank.bankd.ru,1827D6437EB65199E401664AFD7,precertificate,www.bystrobank.ru,1827D660A7B945B7EC334C686FE,precertificate,20
www.bystrobank.ru,1827D660A7B945B7EC334C686FE,precertificate,x509.bystrobank.ru,1827D661BA4147D35C234C686FE,precertificate,17
x509.bystrobank.ru,1827D661BA4147D35C234C686FE,precertificate,acs.bystrobank.ru,1827D66314D949E64C334C686FE,precertificate,19
acs.bystrobank.ru,1827D66314D949E64C334C686FE,precertificate,*.netris.ru,1827D6839B8DAB4AFC34C4A09FD,precertificate,24
*.netris.ru,1827D6839B8DAB4AFC34C4A09FD,precertificate,igkbroker.ru,1827D6979A83BD4AFABEF7ED5A8,precertificate,22
igkbroker.ru,1827D6979A83BD4AFABEF7ED5A8,precertificate,*.red-dolphin.ru,1827D6B3637DDB672D17C95D766,precertificate,20
*.red-dolphin.ru,1827D6B3637DDB672D17C95D766,precertificate,*.rubank.ru,1827D6C7BD75EBBAFF31C03D376,precertificate,23
*.rubank.ru,1827D6C7BD75EBBAFF31C03D376,precertificate,*.edu54.ru,1827D6DDEC7146A0DAD35907017,precertificate,22
*.edu54.ru,1827D6DDEC7146A0DAD35907017,precertificate,unicreditbank.ru,1827D6F984762FE455D008A635A,precertificate,19
unicreditbank.ru,1827D6F984762FE455D008A635A,precertificate,*.akbarsmed.ru,1827D71C25E35255A030B33DFA1,precertificate,23
*.akbarsmed.ru,1827D71C25E35255A030B33DFA1,precertificate,*.lk-abm.ru,1827D71DBD77D044B0D0B33DFA1,precertificate,17
*.lk-abm.ru,1827D71DBD77D044B0D0B33DFA1,precertificate,www.uralexpress.ru,1827D74182E944208E79F0BA56B,precertificate,19
www.uralexpress.ru,1827D74182E944208E79F0BA56B,precertificate,ibank.uralexpress.ru,1827D7427DF144B07E79F0BA56B,precertificate,20
ibank.uralexpress.ru,1827D7427DF144B07E79F0BA56B,precertificate,*.socium-bank.ru,1827D764B2EE4B4AF739C17A851,precertificate,24
*.socium-bank.ru,1827D764B2EE4B4AF739C17A851,precertificate,online.databank.ru,1827D77E12E569A4D077A929EA3,precertificate,20
online.databank.ru,1827D77E12E569A4D077A929EA3,precertificate,ibank.databank.ru,1827D79650D304F48077A929E23,precertificate,21
ibank.databank.ru,1827D79650D304F48077A929E23,precertificate,online.kamkombank.ru,1827D7AB2BD3E52589BA8E6404D,precertificate,22
online.kamkombank.ru,1827D7AB2BD3E52589BA8E6404D,precertificate,*.ssb.msk.ru,1827D7C0C1522B4AF738EA093AD,precertificate,20
*.ssb.msk.ru,1827D7C0C1522B4AF738EA093AD,precertificate,*.is-profit.ru,1827D7DD4DCE5B4AF739A387004,precertificate,19
*.is-profit.ru,1827D7DD4DCE5B4AF739A387004,precertificate,*.siab.ru,1827D7F2494B6FC05565050D29A,precertificate,21
*.siab.ru,1827D7F2494B6FC05565050D29A,precertificate,cpg.money.mail.ru,1827D80B975DAB44D32CD819418,precertificate,21
cpg.money.mail.ru,1827D80B975DAB44D32CD819418,precertificate,sdk.money.mail.ru,1827D80C7DEDAB44D32CDA19C1B,precertificate,21
sdk.money.mail.ru,1827D80C7DEDAB44D32CDA19C1B,precertificate,*.probank.pro,1828278B237DAB4AF733B0C9E7C,precertificate,26
*.probank.pro,1828278B237DAB4AF733B0C9E7C,precertificate,*.profitbank.ru,182827A36078AC8DD6A5B59ADF1,precertificate,22
*.profitbank.ru,182827A36078AC8DD6A5B59ADF1,precertificate,money.mail.ru,182827BA16EDAB44D32CDA19301,precertificate,20
money.mail.ru,182827BA16EDAB44D32CDA19301,precertificate,*.sbionline.ru,182827CF5CEDFF402560B28B4A8,precertificate,21
*.sbionline.ru,182827CF5CEDFF402560B28B4A8,precertificate,*.babaevo-adm.ru,182827E2DBE4E5E5CA5E00641F9,precertificate,20
*.babaevo-adm.ru,182827E2DBE4E5E5CA5E00641F9,precertificate,ic.tavrich.ru,182827F8D4EB69BE4C1F6D32095,precertificate,22
ic.tavrich.ru,182827F8D4EB69BE4C1F6D32095,precertificate,fiz.tavrich.ru,182827F9D57E891E4C1F6D3209D,precertificate,23
fiz.tavrich.ru,182827F9D57E891E4C1F6D3209D,precertificate,*.smbfin.ru,18282852B76713BC90CA4B496A0,precertificate,22
*.smbfin.ru,18282852B76713BC90CA4B496A0,precertificate,static.pochtabank.ru,1828286A3D5A7F5ACF3014BA6A7,precertificate,23
static.pochtabank.ru,1828286A3D5A7F5ACF3014BA6A7,precertificate,*.open-npf.ru,1828287D944C17EDDB4B9AC213C,precertificate,20
*.open-npf.ru,1828287D944C17EDDB4B9AC213C,precertificate,*.mbbru.ru,18282890FA4DAB4AF73547187FD,precertificate,22
*.mbbru.ru,18282890FA4DAB4AF73547187FD,precertificate,*.rbabank.ru,182828A5E65C417B7D8831B68B3,precertificate,22
*.rbabank.ru,182828A5E65C417B7D8831B68B3,precertificate,*.finbank.ru,182828BF3DCD053530EAC473302,precertificate,22
*.finbank.ru,182828BF3DCD053530EAC473302,precertificate,dbo.nkbank.ru,182828E0A6CDCB4AFF346FF3642,precertificate,22
dbo.nkbank.ru,182828E0A6CDCB4AFF346FF3642,precertificate,nkbank.ru,182828E1E0EDAB4AFF346FF9662,precertificate,20
nkbank.ru,182828E1E0EDAB4AFF346FF9662,precertificate,sbp.nkbank.ru,182828E3305DCB4AFF346FFB6DE,precertificate,17
sbp.nkbank.ru,182828E3305DCB4AFF346FFB6DE,precertificate,*.bank-arzamas.ru,182828F7DD426087C3528B9A460,precertificate,22
*.bank-arzamas.ru,182828F7DD426087C3528B9A460,precertificate,*.mvs-bank.ru,1828290AB3DBDBA7597568AE709,precertificate,21
*.mvs-bank.ru,1828290AB3DBDBA7597568AE709,precertificate,rgsl.ru,18287E8AF58262714DAD239CBFB,precertificate,24
rgsl.ru,18287E8AF58262714DAD239CBFB,precertificate,*.rgsl.ru,18287E8BD7826177EDCD239CBFB,precertificate,18
*.rgsl.ru,18287E8BD7826177EDCD239CBFB,precertificate,ic.srbank.ru,18287EA5679BCB479FE1520BF08,precertificate,20
ic.srbank.ru,18287EA5679BCB479FE1520BF08,precertificate,www.srbank.ru,18287ED527F0AB479FE1520BF4E,precertificate,19
www.srbank.ru,18287ED527F0AB479FE1520BF4E,precertificate,api.ulsu.ru,18287EE689165B62A6EDD549BDA,precertificate,21
api.ulsu.ru,18287EE689165B62A6EDD549BDA,precertificate,online.seb.ru,18287EF8B980F663C054C1E8DA5,precertificate,23
online.seb.ru,18287EF8B980F663C054C1E8DA5,precertificate,*.lk.ivolgacap.ru,1828D36C31BCF42BD15688C78F7,precertificate,22
*.lk.ivolgacap.ru,1828D36C31BCF42BD15688C78F7,precertificate,*.cmu.gov.ru,1828D38B4A1387FB047045AEFF8,precertificate,22
*.cmu.gov.ru,1828D38B4A1387FB047045AEFF8,precertificate,*.vikingbank.ru,1828D3A9433A9074D08B61E35BF,precertificate,22
*.vikingbank.ru,1828D3A9433A9074D08B61E35BF,precertificate,*.viking.spb.ru,1828D3AA878A9C7A628B61E35BF,precertificate,20
*.viking.spb.ru,1828D3AA878A9C7A628B61E35BF,precertificate,*.ecert.gov.ru,1828D3C1A6923B5AF5F1EA38A8D,precertificate,21
*.ecert.gov.ru,1828D3C1A6923B5AF5F1EA38A8D,precertificate,kb.nib-samara.ru,1828D3CF56F4BEA9B895AB550E1,precertificate,20
kb.nib-samara.ru,1828D3CF56F4BEA9B895AB550E1,precertificate,gws.unicredit.ru,1828D3E2D6C416F05687501A0D9,precertificate,21
gws.unicredit.ru,1828D3E2D6C416F05687501A0D9,precertificate,directum.thbank.ru,1828D3F30325090B7813E7A1A90,precertificate,19
directum.thbank.ru,1828D3F30325090B7813E7A1A90,precertificate,pshb.ru,1828D3FEF74BA230A9E376AC2EA,precertificate,21
pshb.ru,1828D3FEF74BA230A9E376AC2EA,precertificate,abr.ru,1828D409ACC3BC92A29C5F09928,precertificate,22
abr.ru,1828D409ACC3BC92A29C5F09928,precertificate,*.procombank.ru,1828D418D3FF4ABAF9B4FC5F185,precertificate,21
*.procombank.ru,1828D418D3FF4ABAF9B4FC5F185,precertificate,ibank.procommercebank.ru,1828D419B4968979E9B4FC5F173,precertificate,20
ibank.procommercebank.ru,1828D419B4968979E9B4FC5F173,precertificate,rostransnadzor.ru,1828D42E0B16C9F6C0B0673BCD0,precertificate,23
rostransnadzor.ru,1828D42E0B16C9F6C0B0673BCD0,precertificate,rostransnadzor.ru,1828D430B446C9F6C0B0673BCD0,precertificate,19
rostransnadzor.ru,1828D430B446C9F6C0B0673BCD0,precertificate,*.renins.ru,1828D4CBC9C1AE554FB8606C1EC,precertificate,21
*.renins.ru,1828D4CBC9C1AE554FB8606C1EC,precertificate,*.online.transcapital.com,1828D4D8DFF1303A0330B85798A,precertificate,19
*.online.transcapital.com,1828D4D8DFF1303A0330B85798A,precertificate,webrtc-cl.gazprombank.ru,1828D5040891BC94106E4501DFF,precertificate,18
webrtc-cl.gazprombank.ru,1828D5040891BC94106E4501DFF,precertificate,sp-msk51-ise-psn3.net.gazprombank.ru,1828D504B952B61C3F4D2501DFF,precertificate,20
sp-msk51-ise-psn3.net.gazprombank.ru,1828D504B952B61C3F4D2501DFF,precertificate,mob3.gazprombank.ru,1828D50566BEB0A2A05E4501DFF,precertificate,21
mob3.gazprombank.ru,1828D50566BEB0A2A05E4501DFF,precertificate,sp-msk50-ise-psn3.net.gazprombank.ru,1828D506D562B61B2F4D2501DFF,precertificate,18
sp-msk50-ise-psn3.net.gazprombank.ru,1828D506D562B61B2F4D2501DFF,precertificate,mra-cl.gazprombank.ru,1828D5078FD5BD65405E4501DFF,precertificate,18
mra-cl.gazprombank.ru,1828D5078FD5BD65405E4501DFF,precertificate,*.kbinfo.ru,18291A25E1FFE5329840FB979ED,precertificate,22
*.kbinfo.ru,18291A25E1FFE5329840FB979ED,precertificate,*.sgabs.ru,18292230050F968B61C88822BF9,precertificate,21
*.sgabs.ru,18292230050F968B61C88822BF9,precertificate,*.akbarsstrah.ru,18292230D891B9CB51C88822B42,precertificate,19
*.akbarsstrah.ru,18292230D891B9CB51C88822B42,precertificate,*.dimitrovgrad.ru,1829224DE6F075F8F53CF97A016,precertificate,20
*.dimitrovgrad.ru,1829224DE6F075F8F53CF97A016,precertificate,pay.tkbbank.ru,1829225FDCF62B5AF330B45E52F,precertificate,21
pay.tkbbank.ru,1829225FDCF62B5AF330B45E52F,precertificate,*.vlc.ru,18292272B5694D4408DC62D5F16,precertificate,21
*.vlc.ru,18292272B5694D4408DC62D5F16,precertificate,*.hdi-insurance.ru,18292288CD62CB7AF1FF335CC27,precertificate,19
*.hdi-insurance.ru,18292288CD62CB7AF1FF335CC27,precertificate,*.tigersoft.ru,1829229DF7EE0FE0556508048B5,precertificate,21
*.tigersoft.ru,1829229DF7EE0FE0556508048B5,precertificate,*.transcapital.com,182922B00CDF2ABAF330B85798A,precertificate,20
*.transcapital.com,182922B00CDF2ABAF330B85798A,precertificate,*.tkbbank.com,182922C2D3520B4AF330B8569BC,precertificate,20
*.tkbbank.com,182922C2D3520B4AF330B8569BC,precertificate,ibank.finsb.ru,182922D58D02B0179FF63642520,precertificate,22
ibank.finsb.ru,182922D58D02B0179FF63642520,precertificate,*.gpbf.ru,182A1CF07CAD64AAF0304FC956F,precertificate,21
*.gpbf.ru,182A1CF07CAD64AAF0304FC956F,precertificate,rbs-portal.sibintek.ru,182A1D10148DAB46CE8B47D6D6E,precertificate,22
rbs-portal.sibintek.ru,182A1D10148DAB46CE8B47D6D6E,precertificate,rnu-sd.sibintek.ru,182A1D262F0DAB46CE8B46EC506,precertificate,18
rnu-sd.sibintek.ru,182A1D262F0DAB46CE8B46EC506,precertificate,*.mo-veshkaima.ru,182A1D3EF201947ADA288CE141B,precertificate,22
*.mo-veshkaima.ru,182A1D3EF201947ADA288CE141B,precertificate,isin.ru,182A1D5B0480979AF2F44360956,precertificate,22
isin.ru,182A1D5B0480979AF2F44360956,precertificate,*.54.rospotrebnadzor.ru,182A1D73190EC6111E1ABDB243C,precertificate,19
*.54.rospotrebnadzor.ru,182A1D73190EC6111E1ABDB243C,precertificate,*.ndb24.ru,182A6D8CBC7DAB4AFF3072DE607,precertificate,22
*.ndb24.ru,182A6D8CBC7DAB4AFF3072DE607,precertificate,ozonbankdocs.ru,182A6DA7C9727CF0E6904013A54,precertificate,20
ozonbankdocs.ru,182A6DA7C9727CF0E6904013A54,precertificate,*.ikfk.ru,182A6DBBAC6D5B4AFD33EF8FCD2,precertificate,22
*.ikfk.ru,182A6DBBAC6D5B4AFD33EF8FCD2,precertificate,*.tsu.ru,182A6DD20F7FB005A7F4BAA65E0,precertificate,21
*.tsu.ru,182A6DD20F7FB005A7F4BAA65E0,precertificate,www.pochtobank.ru,182ABF5E7FA41A30AE79F0BE56B,precertificate,24
www.pochtobank.ru,182ABF5E7FA41A30AE79F0BE56B,precertificate,*.colemontrussia.ru,182AC08C6AF89B4DC726E0DB3E0,precertificate,22
*.colemontrussia.ru,182AC08C6AF89B4DC726E0DB3E0,precertificate,*.cmrt.ru,182AC0A0EA72C92E4054C9EA019,precertificate,21
*.cmrt.ru,182AC0A0EA72C92E4054C9EA019,precertificate,*.russitabank.ru,182AC0B71873DB7AFDB346F41BF,precertificate,20
*.russitabank.ru,182AC0B71873DB7AFDB346F41BF,precertificate,bank.cbrca.ru,182AC0D3DEEC77DAF1FA4449E60,precertificate,19
bank.cbrca.ru,182AC0D3DEEC77DAF1FA4449E60,precertificate,www.cbrca.ru,182AC0D51E01FDCAF1FA4449E60,precertificate,18
www.cbrca.ru,182AC0D51E01FDCAF1FA4449E60,precertificate,*.kznvodokanal.ru,182AC0EFB1F9A5186ECE72060F1,precertificate,23
*.kznvodokanal.ru,182AC0EFB1F9A5186ECE72060F1,precertificate,life.chubb-insurance.ru,182AC107647BD73AF67C272987F,precertificate,17
life.chubb-insurance.ru,182AC107647BD73AF67C272987F,precertificate,*.thuricum.ru,182AC11B007A7B4AFD7230DABE7,precertificate,18
*.thuricum.ru,182AC11B007A7B4AFD7230DABE7,precertificate,*.39.rospotrebnadzor.ru,182B13C6B052C5A24FCB25C6C23,precertificate,22
*.39.rospotrebnadzor.ru,182B13C6B052C5A24FCB25C6C23,precertificate,indeavour.ru,182B13FA35DDDBEA96FBC439BD4,precertificate,21
indeavour.ru,182B13FA35DDDBEA96FBC439BD4,precertificate,*.ictrend.ru,182B141508CDAB4AFB3E1CFE67E,precertificate,17
*.ictrend.ru,182B141508CDAB4AFB3E1CFE67E,precertificate,*.ic-trend.ru,182B1415B9DDAB4AFB3E1AF5EFE,precertificate,20
*.ic-trend.ru,182B1415B9DDAB4AFB3E1AF5EFE,precertificate,devchat.vtb.ru,182B142CB642567E4A1CD127307,precertificate,22
devchat.vtb.ru,182B142CB642567E4A1CD127307,precertificate,*.xn----htbckkutp.xn--p1ai,182B143F47387ABAFB32198CDE0,precertificate,19
*.xn----htbckkutp.xn--p1ai,182B143F47387ABAFB32198CDE0,precertificate,*.ovs-sodruzhestvo.ru,182B145043B764CAF2B2197E4FC,precertificate,21
*.ovs-sodruzhestvo.ru,182B145043B764CAF2B2197E4FC,precertificate,*.54.rospotrebnadzor.ru,182B61F2747EC6111E1ABDB243C,precertificate,22
*.54.rospotrebnadzor.ru,182B61F2747EC6111E1ABDB243C,precertificate,*.infarkta.net,182B620DD66D1737D729112D944,precertificate,21
*.infarkta.net,182B620DD66D1737D729112D944,precertificate,*.saratov.gov.ru,182B62223AF79DBB45216F37682,precertificate,21
*.saratov.gov.ru,182B62223AF79DBB45216F37682,precertificate,*.fmba.gov.ru,182B6238D0E8FD303684E61B34F,precertificate,19
*.fmba.gov.ru,182B6238D0E8FD303684E61B34F,precertificate,*.sengilej.ru,182B624C906418ADE83C50BF5AC,precertificate,22
*.sengilej.ru,182B624C906418ADE83C50BF5AC,precertificate,*.veles-capital.ru,182B625F8CEB311DAF5DD229871,precertificate,22
*.veles-capital.ru,182B625F8CEB311DAF5DD229871,precertificate,*.zakazrf.ru,182C5A142055B67B6EC54BB59F1,precertificate,22
*.zakazrf.ru,182C5A142055B67B6EC54BB59F1,precertificate,*.toyotafs.ru,182C5A2E5B5DAB4AF537B39E003,precertificate,20
*.toyotafs.ru,182C5A2E5B5DAB4AF537B39E003,precertificate,*.chuvmed.ru,182C5A446AC7345D917A0F03287,precertificate,18
*.chuvmed.ru,182C5A446AC7345D917A0F03287,precertificate,*.mschcentr74.ru,182C5A566E495D44CDD71A4FFB7,precertificate,22
*.mschcentr74.ru,182C5A566E495D44CDD71A4FFB7,precertificate,*.sinn.su,182C5A7699CE82B85EC10787955,precertificate,21
*.sinn.su,182C5A7699CE82B85EC10787955,precertificate,*.allura.su,182C5A7792DE82BADFD70787955,precertificate,22
*.allura.su,182C5A7792DE82BADFD70787955,precertificate,*.korn.su,182C5A781C4E82BA57110787955,precertificate,17
*.korn.su,182C5A781C4E82BA57110787955,precertificate,*.ros.keydisk.ru,182C5A922F3467EF1AE867EF92A,precertificate,22
*.ros.keydisk.ru,182C5A922F3467EF1AE867EF92A,precertificate,directum.thbank.ru,182C5AA6693782876F2648D10EC,precertificate,22
directum.thbank.ru,182C5AA6693782876F2648D10EC,precertificate,*.gmk-digit.tech,182C5ABAF9AEE84B7FFEB92BB99,precertificate,20
*.gmk-digit.tech,182C5ABAF9AEE84B7FFEB92BB99,precertificate,*.kirov-artmuzeum.ru,182C5AD0A8BD9DCEBD0EFABCC96,precertificate,19
*.kirov-artmuzeum.ru,182C5AD0A8BD9DCEBD0EFABCC96,precertificate,*.net1east.ru,182C5AE47EAC673530B1BDBF755,precertificate,19
*.net1east.ru,182C5AE47EAC673530B1BDBF755,precertificate,api.saratovenergo.ru,182CAF37DB411852FDF79D5D630,precertificate,24
api.saratovenergo.ru,182CAF37DB411852FDF79D5D630,precertificate,tintv.ru,182CAF53683060C1E3E58A865A8,precertificate,19
tintv.ru,182CAF53683060C1E3E58A865A8,precertificate,*.depository-algoritm.com,182D005BA63EEF68432CA94CC5F,precertificate,25
*.depository-algoritm.com,182D005BA63EEF68432CA94CC5F,precertificate,*.iig-ltd.ru,182D0078F5BC38BC63C6A981094,precertificate,23
*.iig-ltd.ru,182D0078F5BC38BC63C6A981094,precertificate,*.xn--80ababscaqcbxj4b7ay.xn--p1ai,182D008EE832EB550FC96FF8BD2,precertificate,21
*.xn--80ababscaqcbxj4b7ay.xn--p1ai,182D008EE832EB550FC96FF8BD2,precertificate,*.rs-media.ru,182D00A40D2D5B4AF5BBA1EB3A9,precertificate,20
*.rs-media.ru,182D00A40D2D5B4AF5BBA1EB3A9,precertificate,*.aotrend.ru,182D00B6E82DAB4AFB3DF0E5D7E,precertificate,20
*.aotrend.ru,182D00B6E82DAB4AFB3DF0E5D7E,precertificate,*.ramako.ru,182D00C9DEA4D10916F6CDE7749,precertificate,23
*.ramako.ru,182D00C9DEA4D10916F6CDE7749,precertificate,my.gpbbroker.ru,182D53CADBBF73E3205E4509D7F,precertificate,21
my.gpbbroker.ru,182D53CADBBF73E3205E4509D7F,precertificate,rusiiancatest3.nso.ru,182D53EFBBAC20D0C00BE4A2729,precertificate,20
rusiiancatest3.nso.ru,182D53EFBBAC20D0C00BE4A2729,precertificate,rusiiancatest2.nso.ru,182D53F11BDC20D0C00BE072729,precertificate,18
rusiiancatest2.nso.ru,182D53F11BDC20D0C00BE072729,precertificate,rusiiancatest2.nso.ru,182D53F16E3C20D0C00BE072729,precertificate,19
rusiiancatest2.nso.ru,182D53F16E3C20D0C00BE072729,precertificate,*.crocusbank.ru,182D540E5F2F88B6361EF430138,precertificate,21
*.crocusbank.ru,182D540E5F2F88B6361EF430138,precertificate,*.aresbank.ru,182D54208BBD5B4AFDBC09815D1,precertificate,20
*.aresbank.ru,182D54208BBD5B4AFDBC09815D1,precertificate,cdn.vtb.ru,182D5437F5A256734D542137307,precertificate,20
cdn.vtb.ru,182D5437F5A256734D542137307,precertificate,family.sbibankllc.ru,182D547A7A9DBB4FA630A423989,precertificate,21
family.sbibankllc.ru,182D547A7A9DBB4FA630A423989,precertificate,preprod-family.sbibankllc.ru,182D5491C2973B5FA630A42A91C,precertificate,24
preprod-family.sbibankllc.ru,182D5491C2973B5FA630A42A91C,precertificate,tconf.sbibankllc.ru,182D54A3F91DAB4FA630A0275DF,precertificate,23
tconf.sbibankllc.ru,182D54A3F91DAB4FA630A0275DF,precertificate,www.fin-online.ru,182D54B95E12B0179FFD2106826,precertificate,21
www.fin-online.ru,182D54B95E12B0179FFD2106826,precertificate,*.wb-bank.ru,182E9D79F74EC5EF9FDF997F14C,precertificate,25
*.wb-bank.ru,182E9D79F74EC5EF9FDF997F14C,precertificate,*.so-ups.ru,182E9DA455A38BFC7013BFDDC62,precertificate,18
*.so-ups.ru,182E9DA455A38BFC7013BFDDC62,precertificate,preprod-family.sbibankllc.ru,182E9DB8FDC73B5FA630A42A91C,precertificate,19
preprod-family.sbibankllc.ru,182E9DB8FDC73B5FA630A42A91C,precertificate,family.sbibankllc.ru,182E9DCC4AADBB4FA630A423989,precertificate,20
family.sbibankllc.ru,182E9DCC4AADBB4FA630A423989,precertificate,tconf.sbibankllc.ru,182E9DE0122DAB4FA630A0275DF,precertificate,21
tconf.sbibankllc.ru,182E9DE0122DAB4FA630A0275DF,precertificate,*.cmd74.ru,182EEB19248E5B47B0FFA951CB2,precertificate,24
*.cmd74.ru,182EEB19248E5B47B0FFA951CB2,precertificate,*.depvet.ru,182EEB3A8487E1FF523E72D082E,precertificate,17
*.depvet.ru,182EEB3A8487E1FF523E72D082E,precertificate,*.nkoparus.ru,182EEB4DE484B56B4E2F7A06559,precertificate,22
*.nkoparus.ru,182EEB4DE484B56B4E2F7A06559,precertificate,mail.rfipoteka.ru,182EEB63A583F296D9B817E7E39,precertificate,21
mail.rfipoteka.ru,182EEB63A583F296D9B817E7E39,precertificate,*.xn--102-yedk5e.xn--p1ai,182EEB77EEF5EF36955335301CE,precertificate,21
*.xn--102-yedk5e.xn--p1ai,182EEB77EEF5EF36955335301CE,precertificate,eis.ahml.ru,182EEB8D49F83FA4CBE5DFEEFE1,precertificate,22
eis.ahml.ru,182EEB8D49F83FA4CBE5DFEEFE1,precertificate,admin.lkz.ahml.ru,182EEBA64D7D9B4AF5F6BB7F822,precertificate,22
admin.lkz.ahml.ru,182EEBA64D7D9B4AF5F6BB7F822,precertificate,*.grottbjorn.com,182EEBB8BAF82A8A662BF65C85A,precertificate,19
