Cert1,SerialNumber1,Type1,Cert2,SerialNumber2,Type2,Difference
game.moex.com,184AA344A9F8C255DDDF0B9F734,precertificate,newotcdemo.moex.com,184AA3453808C255D01AEB5F434,precertificate,19
newotcdemo.moex.com,184AA3453808C255D01AEB5F434,precertificate,*.cabinet.moex.com,184AA345BD48C255D898F4BF634,precertificate,23
*.cabinet.moex.com,184AA345BD48C255D898F4BF634,precertificate,sbck.moex.com,184AA3463578C255D4124B8F734,precertificate,19
sbck.moex.com,184AA3463578C255D4124B8F734,precertificate,trade.moex.com,184AA37198D8C255DF59FAFF734,precertificate,22
trade.moex.com,184AA37198D8C255DF59FAFF734,precertificate,spfifixapi.moex.com,184AA3721058C255D4D19FCF434,precertificate,20
spfifixapi.moex.com,184AA3721058C255D4D19FCF434,precertificate,webrtcsoftphonemb.moex.com,184AA37281C8C255D8DA90C4F35,precertificate,22
webrtcsoftphonemb.moex.com,184AA37281C8C255D8DA90C4F35,precertificate,wings.moex.com,184AA372F4D8C255D0111AEF734,precertificate,17
wings.moex.com,184AA372F4D8C255D0111AEF734,precertificate,speak-up.moex.com,184AA3736558C255D613567F734,precertificate,19
speak-up.moex.com,184AA3736558C255D613567F734,precertificate,sso.moex.com,184AA373D6D8C255D993EB3F734,precertificate,20
sso.moex.com,184AA373D6D8C255D993EB3F734,precertificate,ovdi.moex.com,184AA39E3FB8C255D1DEBB8F734,precertificate,22
ovdi.moex.com,184AA39E3FB8C255D1DEBB8F734,precertificate,thehrp.ru,184AA3BD5D2E65EB48FD9AE8B84,precertificate,24
thehrp.ru,184AA3BD5D2E65EB48FD9AE8B84,precertificate,pulse-hr.ru,184AA3BDEDAC43BC48FD9AE8B84,precertificate,19
pulse-hr.ru,184AA3BDEDAC43BC48FD9AE8B84,precertificate,IOS-GATE.KUBANKREDIT.RU,184AE66B3D67B7B670E393D9F09,precertificate,21
IOS-GATE.KUBANKREDIT.RU,184AE66B3D67B7B670E393D9F09,precertificate,*.novobyte.ru,184AE6A03530463AFF679339E8C,precertificate,20
*.novobyte.ru,184AE6A03530463AFF679339E8C,precertificate,*.zdrav74.ru,184AE6BA92AF4D099F16C816231,precertificate,17
*.zdrav74.ru,184AE6BA92AF4D099F16C816231,precertificate,*.ackom.net,184AE6D74E1DD876E843A27D34D,precertificate,17
*.ackom.net,184AE6D74E1DD876E843A27D34D,precertificate,*.minfin-rzn.ru,184AE6F425881E73CE5A95B40CA,precertificate,22
*.minfin-rzn.ru,184AE6F425881E73CE5A95B40CA,precertificate,stav-zakupki.ru,184AE70D207A6FF412861204EF7,precertificate,23
stav-zakupki.ru,184AE70D207A6FF412861204EF7,precertificate,*.scloud.ru,184AEF19D5B5AEEE92D128CF13E,precertificate,25
*.scloud.ru,184AEF19D5B5AEEE92D128CF13E,precertificate,www.pspdfkit.nrb.ru,184BE70B0D8E4DCAFE77C07937A,precertificate,22
www.pspdfkit.nrb.ru,184BE70B0D8E4DCAFE77C07937A,precertificate,*.gisogd.ru,184BE7E039EC5B4AF9F4985F085,precertificate,21
*.gisogd.ru,184BE7E039EC5B4AF9F4985F085,precertificate,mingkhrk.ru,184BE81C86592117EBCE4029A12,precertificate,19
mingkhrk.ru,184BE81C86592117EBCE4029A12,precertificate,*.msis174.ru,184BE9214FB259EF5ED0AF8E7EA,precertificate,22
*.msis174.ru,184BE9214FB259EF5ED0AF8E7EA,precertificate,*.korfinotdel.ucoz.net,184BE955B9AF304713041D180C8,precertificate,21
*.korfinotdel.ucoz.net,184BE955B9AF304713041D180C8,precertificate,*.sc.digital.gov.ru,184BE987F59344AB8635C4F5BD8,precertificate,23
*.sc.digital.gov.ru,184BE987F59344AB8635C4F5BD8,precertificate,espd.digital.gov.ru,184BE988D71344AB8634C4958D8,precertificate,17
espd.digital.gov.ru,184BE988D71344AB8634C4958D8,precertificate,*.sc-int.digital.gov.ru,184BE98AE0A344AB86354EDADD8,precertificate,21
*.sc-int.digital.gov.ru,184BE98AE0A344AB86354EDADD8,precertificate,bu.kreml.nnov.ru,184BE9B944911352D0C41D2D4DD,precertificate,18
bu.kreml.nnov.ru,184BE9B944911352D0C41D2D4DD,precertificate,testapi.gazprombank.ru,184BE9DB561254DCAB404486D1D,precertificate,21
testapi.gazprombank.ru,184BE9DB561254DCAB404486D1D,precertificate,api.gazprombank.ru,184BE9DC481258DD36304486D1D,precertificate,20
api.gazprombank.ru,184BE9DC481258DD36304486D1D,precertificate,*.online-autokreditbank.ru,184BE9FD161437D50D4FADD7A10,precertificate,21
*.online-autokreditbank.ru,184BE9FD161437D50D4FADD7A10,precertificate,*.autokreditbank.ru,184BE9FE108C3AB01CBFADD7A10,precertificate,19
*.autokreditbank.ru,184BE9FE108C3AB01CBFADD7A10,precertificate,,184BEA28EC87965EDE236ADD1CB,precertificate,22
,184BEA28EC87965EDE236ADD1CB,precertificate,,184BEA2A5E00BDC0EAD00CEE8E5,precertificate,20
,184BEA2A5E00BDC0EAD00CEE8E5,precertificate,,184BEA2C838087F0C1EFD046196,precertificate,22
,184BEA2C838087F0C1EFD046196,precertificate,,184BEA2D9B12E46C77B3FBBC5A3,precertificate,20
,184BEA2D9B12E46C77B3FBBC5A3,precertificate,,184BEB3C9057965EDE236ADD1CB,precertificate,19
,184BEB3C9057965EDE236ADD1CB,precertificate,,184BEC52C9B7965EDE236ADD1CB,precertificate,18
,184BEC52C9B7965EDE236ADD1CB,precertificate,cl.sberbank.ru,184C2BA7003B170AF7B29DBF50A,precertificate,25
cl.sberbank.ru,184C2BA7003B170AF7B29DBF50A,precertificate,cyber-slam.ru,184C2C50326723ADF0D0807385A,precertificate,20
cyber-slam.ru,184C2C50326723ADF0D0807385A,precertificate,xn----8sbbjiqdle4a4a.xn--p1ai,184C2C6A3AC7F3ADFA18EC1C6B9,precertificate,21
xn----8sbbjiqdle4a4a.xn--p1ai,184C2C6A3AC7F3ADFA18EC1C6B9,precertificate,cyberslam.ru,184C2C6BB0C723ADF0D304A325A,precertificate,21
cyberslam.ru,184C2C6BB0C723ADF0D304A325A,precertificate,xn--80abghnckd1a2a.xn--p1ai,184C2C6C46B713ADFA1662AE621,precertificate,22
xn--80abghnckd1a2a.xn--p1ai,184C2C6C46B713ADFA1662AE621,precertificate,*.rus-telecom.ru,184C2CC401FB95E5A2E9E203A85,precertificate,19
*.rus-telecom.ru,184C2CC401FB95E5A2E9E203A85,precertificate,bugrovka8sad.rzn.prosadiki.ru,184C2CDC2D5EBC821F752CEEB44,precertificate,20
bugrovka8sad.rzn.prosadiki.ru,184C2CDC2D5EBC821F752CEEB44,precertificate,*.viro33.ru,184C2D1AA8EB527BD171C86531B,precertificate,24
*.viro33.ru,184C2D1AA8EB527BD171C86531B,precertificate,*.gisogd.gov.ru,184C2D512B922B5AF9F49051749,precertificate,22
*.gisogd.gov.ru,184C2D512B922B5AF9F49051749,precertificate,rodnichok.rzn.prosadiki.ru,184C2D6D1F0AE458A1F81180A34,precertificate,20
rodnichok.rzn.prosadiki.ru,184C2D6D1F0AE458A1F81180A34,precertificate,*.apiok.ru,184C3BEAF4BDAB4AFEB0983E907,precertificate,23
*.apiok.ru,184C3BEAF4BDAB4AFEB0983E907,precertificate,*.pharmgrp.ru,184C3C08C80DAB4AF0FE48DDE07,precertificate,23
*.pharmgrp.ru,184C3C08C80DAB4AF0FE48DDE07,precertificate,kb119.ru,184C3C1C0C883E667A67714CCD5,precertificate,21
kb119.ru,184C3C1C0C883E667A67714CCD5,precertificate,www.boardmaps.nrb.ru,184C3C645828C65AFE77C07D378,precertificate,23
www.boardmaps.nrb.ru,184C3C645828C65AFE77C07D378,precertificate,*.rv-ryazan.ru,184C3C76A1BC51A52E3920DAA36,precertificate,22
*.rv-ryazan.ru,184C3C76A1BC51A52E3920DAA36,precertificate,apps.sber.ru,184C3C8FD2BD185AF7B29DB7560,precertificate,22
apps.sber.ru,184C3C8FD2BD185AF7B29DB7560,precertificate,api.sberbankins.ru,184C3C905812E9131E6511A5A3C,precertificate,19
api.sberbankins.ru,184C3C905812E9131E6511A5A3C,precertificate,developers.sber.ru,184C3C91F88A316A37B29DB7540,precertificate,19
developers.sber.ru,184C3C91F88A316A37B29DB7540,precertificate,messengers.unicredit.ru,184C3DF5A22B15AA881D78B8B86,precertificate,23
messengers.unicredit.ru,184C3DF5A22B15AA881D78B8B86,precertificate,login.unicredit.ru,184C3DF626AF86FAE019A4D8AFE,precertificate,19
login.unicredit.ru,184C3DF626AF86FAE019A4D8AFE,precertificate,enter.unicredit.ru,184C3DF69991A6CAE81D78B8BCE,precertificate,22
enter.unicredit.ru,184C3DF69991A6CAE81D78B8BCE,precertificate,ulybka.rzn.prosadiki.ru,184C905F75AF8ED35A8B2983B3F,precertificate,21
ulybka.rzn.prosadiki.ru,184C905F75AF8ED35A8B2983B3F,precertificate,*.molvinasloboda.ru,184C9078FA18175CE80ADA5BFCC,precertificate,21
*.molvinasloboda.ru,184C9078FA18175CE80ADA5BFCC,precertificate,pochta.ru,184C909A367DAB41EB3B3CA5B0D,precertificate,22
pochta.ru,184C909A367DAB41EB3B3CA5B0D,precertificate,access.russianpost.ru,184C909AAC010B41EB3B3417E87,precertificate,21
access.russianpost.ru,184C909AAC010B41EB3B3417E87,precertificate,ds9-skopin.rzn.prosadiki.ru,184C90B4AAE17217C6BDDCEE1AC,precertificate,21
ds9-skopin.rzn.prosadiki.ru,184C90B4AAE17217C6BDDCEE1AC,precertificate,apps.gbo.gazprombank.ru,184C90CE8DD25F52BE605486D1D,precertificate,18
apps.gbo.gazprombank.ru,184C90CE8DD25F52BE605486D1D,precertificate,dbocorp.gbo.gazprombank.ru,184C90D084525F5FBA708486D1D,precertificate,18
dbocorp.gbo.gazprombank.ru,184C90D084525F5FBA708486D1D,precertificate,cdn.gbo.gazprombank.ru,184C90D10752575BAA104486D1D,precertificate,20
cdn.gbo.gazprombank.ru,184C90D10752575BAA104486D1D,precertificate,passport.gbo.gazprombank.ru,184C90D17B425F54E6D1F486D1D,precertificate,19
passport.gbo.gazprombank.ru,184C90D17B425F54E6D1F486D1D,precertificate,ekdb.gbo.gazprombank.ru,184C90D2045257537EF05486D1D,precertificate,19
ekdb.gbo.gazprombank.ru,184C90D2045257537EF05486D1D,precertificate,mbk.online.gazprombank.ru,184C90D27AD254D925302486D1D,precertificate,18
mbk.online.gazprombank.ru,184C90D27AD254D925302486D1D,precertificate,corp.dbo.gazprombank.ru,184C90D2E7D2535FAE005486D1D,precertificate,20
corp.dbo.gazprombank.ru,184C90D2E7D2535FAE005486D1D,precertificate,chat.gbo.gazprombank.ru,184C90D358925F56CF005486D1D,precertificate,21
chat.gbo.gazprombank.ru,184C90D358925F56CF005486D1D,precertificate,*.gbo.gazprombank.ru,184C90D3C7D2575A65004486D1D,precertificate,20
*.gbo.gazprombank.ru,184C90D3C7D2575A65004486D1D,precertificate,gbo.gazprombank.ru,184C90D433D25F5F76304486D1D,precertificate,19
gbo.gazprombank.ru,184C90D433D25F5F76304486D1D,precertificate,gost-fun.ru,11C692B8A13F123CD9526F8,precertificate,25
gost-fun.ru,11C692B8A13F123CD9526F8,precertificate,gost-fun.ru,1D38098A59D64AE1A57EF4E,precertificate,22
gost-fun.ru,1D38098A59D64AE1A57EF4E,precertificate,*.mascom-ib.ru,184CDA13F656AAA28FF49B18B41,precertificate,26
*.mascom-ib.ru,184CDA13F656AAA28FF49B18B41,precertificate,waviot.ru,184CDA2D03536919858C2759967,precertificate,19
waviot.ru,184CDA2D03536919858C2759967,precertificate,*.yablonevo.ru,184CDA44D3C14A27478BCBDBBEC,precertificate,22
*.yablonevo.ru,184CDA44D3C14A27478BCBDBBEC,precertificate,rucert.open.ru,184CDA5D09C8C257380534DC726,precertificate,21
rucert.open.ru,184CDA5D09C8C257380534DC726,precertificate,*.kb-tub.ru,184CDA7DB945B5EDE810D7BA2FF,precertificate,20
*.kb-tub.ru,184CDA7DB945B5EDE810D7BA2FF,precertificate,getsynapse.io,184CDA99B62B519FAFF6C83E472,precertificate,22
getsynapse.io,184CDA99B62B519FAFF6C83E472,precertificate,*.allianz.ru,184CDAAF70BC5B4AFA73A83E2C6,precertificate,20
*.allianz.ru,184CDAAF70BC5B4AFA73A83E2C6,precertificate,*.expresspk.ru,184CDAC68892EB47B7368110B06,precertificate,17
*.expresspk.ru,184CDAC68892EB47B7368110B06,precertificate,gost.fun,19326A375C07578EEE77360,precertificate,24
gost.fun,19326A375C07578EEE77360,precertificate,wifi.vtb.ru,184CE27284F256754BB6C137307,precertificate,26
wifi.vtb.ru,184CE27284F256754BB6C137307,precertificate,*.vtb.ru,184CE2730172567B4F65C137307,precertificate,20
*.vtb.ru,184CE2730172567B4F65C137307,precertificate,mobi-rr.vtb.ru,184CE2738872567746FC9127307,precertificate,17
mobi-rr.vtb.ru,184CE2738872567746FC9127307,precertificate,kolokolchik.rzn.prosadiki.ru,184CE28C55776532534314B361D,precertificate,21
kolokolchik.rzn.prosadiki.ru,184CE28C55776532534314B361D,precertificate,ift.nasporte.sberbank.ru,184CE2A4FBCF8492C7D643C65AC,precertificate,21
ift.nasporte.sberbank.ru,184CE2A4FBCF8492C7D643C65AC,precertificate,login-wifi.sberbank.ru,184CE2A575E048B9455125C66CC,precertificate,22
login-wifi.sberbank.ru,184CE2A575E048B9455125C66CC,precertificate,geo-eip.meteo.ru,184CE2C8AB4320BF08EA4F87CCC,precertificate,19
geo-eip.meteo.ru,184CE2C8AB4320BF08EA4F87CCC,precertificate,dszar.rzn.prosadiki.ru,184CE2DCD0B5D1A0C611A42DA8E,precertificate,23
dszar.rzn.prosadiki.ru,184CE2DCD0B5D1A0C611A42DA8E,precertificate,s.gpb.ru,184D31D420A6E86AC6F04486D9D,precertificate,21
s.gpb.ru,184D31D420A6E86AC6F04486D9D,precertificate,3ds.gazprombank.ru,184D31D48C225D5E06104486D1D,precertificate,21
3ds.gazprombank.ru,184D31D48C225D5E06104486D1D,precertificate,ocpd.nsk.ru,184D31E7149307EB1FF1B272FD3,precertificate,22
ocpd.nsk.ru,184D31E7149307EB1FF1B272FD3,precertificate,xn--80adjnichn6a0a3g.xn--p1acf,184D31FBE1107ED2C430C8DCED2,precertificate,21
xn--80adjnichn6a0a3g.xn--p1acf,184D31FBE1107ED2C430C8DCED2,precertificate,*.minpromtorg.gov.ru,184D32124C0B6AEB7AAFB5B414B,precertificate,20
*.minpromtorg.gov.ru,184D32124C0B6AEB7AAFB5B414B,precertificate,chelreglib.ru,184D32242D787F1B2540FCB948D,precertificate,22
chelreglib.ru,184D32242D787F1B2540FCB948D,precertificate,expe-s-lab.voiplab-ext.sberbank.ru,184D3238E53DEF5F017D8CE1D9D,precertificate,21
expe-s-lab.voiplab-ext.sberbank.ru,184D3238E53DEF5F017D8CE1D9D,precertificate,sbp.gazprombank.ru,184D324C26E2535176204486D1D,precertificate,23
sbp.gazprombank.ru,184D324C26E2535176204486D1D,precertificate,www.vtbforex.ru,184E1FC75BCAA5E68CA14F7D668,precertificate,24
www.vtbforex.ru,184E1FC75BCAA5E68CA14F7D668,precertificate,*.rostov-zkh.ru,184E1FE234A320AD16A97642815,precertificate,20
*.rostov-zkh.ru,184E1FE234A320AD16A97642815,precertificate,*.polschool.ru,184E1FFA9E963D4153EA859407F,precertificate,22
*.polschool.ru,184E1FFA9E963D4153EA859407F,precertificate,*.baikalcredobank.ru,184E20171204B764DA4DDFA3CDB,precertificate,21
*.baikalcredobank.ru,184E20171204B764DA4DDFA3CDB,precertificate,*.lgovoschool.ru,184E202F217B8B78E99AF6B486D,precertificate,21
*.lgovoschool.ru,184E202F217B8B78E99AF6B486D,precertificate,*.sowet-borez.ru,184E2046C1EA010AC4936947A34,precertificate,22
*.sowet-borez.ru,184E2046C1EA010AC4936947A34,precertificate,*.varsschool.ru,184E205E2DD2808073DA8D9FCBC,precertificate,22
*.varsschool.ru,184E205E2DD2808073DA8D9FCBC,precertificate,ibank2.rrb.ru,184E207FE629DB8AF3B16A9680F,precertificate,22
ibank2.rrb.ru,184E207FE629DB8AF3B16A9680F,precertificate,*.school2skopin.ru,184E20A47DA497E9790F0FD5B1F,precertificate,20
*.school2skopin.ru,184E20A47DA497E9790F0FD5B1F,precertificate,*.dsportm.ru,184E20C3BC95F4AF73604012BD9,precertificate,21
*.dsportm.ru,184E20C3BC95F4AF73604012BD9,precertificate,*.iskra-sch.ru,184E20E783E27609135661E0F08,precertificate,21
*.iskra-sch.ru,184E20E783E27609135661E0F08,precertificate,*.ddro.ru,184E21056DFCB8F8D7D9FA13D9D,precertificate,22
*.ddro.ru,184E21056DFCB8F8D7D9FA13D9D,precertificate,*.lgovo-ds.ru,184E21237965D66AE9FF43B68A1,precertificate,21
*.lgovo-ds.ru,184E21237965D66AE9FF43B68A1,precertificate,*.blanc.ru,184E2187E3038BBAFC7224FB0C9,precertificate,23
*.blanc.ru,184E2187E3038BBAFC7224FB0C9,precertificate,*.murmino-shkola.ru,184E21ACB373290B28E0D308E15,precertificate,21
*.murmino-shkola.ru,184E21ACB373290B28E0D308E15,precertificate,*.rodnichok-polyany.ru,184E21D3DECEDD9C17CA46F6D86,precertificate,20
*.rodnichok-polyany.ru,184E21D3DECEDD9C17CA46F6D86,precertificate,*.podv-sad.ru,184E21EC0DC2A6CC4CEB07C2249,precertificate,20
*.podv-sad.ru,184E21EC0DC2A6CC4CEB07C2249,precertificate,*.doyteremok.ru,184E22077CC70B0AE55E53DB5BE,precertificate,23
*.doyteremok.ru,184E22077CC70B0AE55E53DB5BE,precertificate,*.okskiy-sad.ru,184E2221E923D3D73B8B3A903C3,precertificate,21
*.okskiy-sad.ru,184E2221E923D3D73B8B3A903C3,precertificate,*.ds-turlatovo.ru,184E223FE525D3F403740A777C5,precertificate,21
*.ds-turlatovo.ru,184E223FE525D3F403740A777C5,precertificate,partner.tlscc.ru,10217699CE31BEEFEA4D2D8,precertificate,23
partner.tlscc.ru,10217699CE31BEEFEA4D2D8,precertificate,*.ds-listvyanka.ru,184E2B3545B3FFCA858E8E6D47E,precertificate,26
*.ds-listvyanka.ru,184E2B3545B3FFCA858E8E6D47E,precertificate,yagodka2dou.rzn.prosadiki.ru,184E2B4AB52816DDC55C9CFCC23,precertificate,22
yagodka2dou.rzn.prosadiki.ru,184E2B4AB52816DDC55C9CFCC23,precertificate,*.music-transfer.ru,184E2B86CE8D9B4AFC3C3FAB4F8,precertificate,21
*.music-transfer.ru,184E2B86CE8D9B4AFC3C3FAB4F8,precertificate,*.career.zvuk.com,184E2B87618DAB4AFC35FF351FE,precertificate,22
*.career.zvuk.com,184E2B87618DAB4AFC35FF351FE,precertificate,*.hifi-zvuk.ru,184E2B880B8DAB4AFC3D3E1B31F,precertificate,18
*.hifi-zvuk.ru,184E2B880B8DAB4AFC3D3E1B31F,precertificate,*.zmtech.bz,184E2B88967DAB4AFC36315E103,precertificate,19
*.zmtech.bz,184E2B88967DAB4AFC36315E103,precertificate,*.soundapp.me,184E2B89381DAB4AFC3231F800F,precertificate,20
*.soundapp.me,184E2B89381DAB4AFC3231F800F,precertificate,*.zmtech.su,184E2B89D90DAB4AFC3273DE103,precertificate,17
*.zmtech.su,184E2B89D90DAB4AFC3273DE103,precertificate,*.sz.team,184E2B8A6E8DAB4AFC3234BFA00,precertificate,18
*.sz.team,184E2B8A6E8DAB4AFC3234BFA00,precertificate,*.t2zvooq.ru,184E2B8B130DAB4AFC3C318FB07,precertificate,21
*.t2zvooq.ru,184E2B8B130DAB4AFC3C318FB07,precertificate,*.zvukprime.ru,184E2B8B950DAB4AFC303F1651F,precertificate,20
*.zvukprime.ru,184E2B8B950DAB4AFC303F1651F,precertificate,*.go.sber-zvuk.com,184E2B8C207DBB4AFC35FB753F9,precertificate,22
*.go.sber-zvuk.com,184E2B8C207DBB4AFC35FB753F9,precertificate,*.aurora-music.ru,184E2B8CBAFDAB4AFC393C650FC,precertificate,19
*.aurora-music.ru,184E2B8CBAFDAB4AFC393C650FC,precertificate,*.xn--b1ajk9a.xn--c1avg,184E2B8D3DFE4B4AFC32D007294,precertificate,22
*.xn--b1ajk9a.xn--c1avg,184E2B8D3DFE4B4AFC32D007294,precertificate,*.zvuk.team,184E2B8DC9FDAB4AFC3E30AEF03,precertificate,18
*.zvuk.team,184E2B8DC9FDAB4AFC3E30AEF03,precertificate,*.zvuk-hifi.ru,184E2B8E40FDAB4AFC363237F1F,precertificate,18
*.zvuk-hifi.ru,184E2B8E40FDAB4AFC363237F1F,precertificate,*.ds-vysokoe.ru,184E2C97FC45AE990A3A5B13DF6,precertificate,23
*.ds-vysokoe.ru,184E2C97FC45AE990A3A5B13DF6,precertificate,*.ufrkv.ru,184E2D9A19A28D053326205DC4D,precertificate,18
*.ufrkv.ru,184E2D9A19A28D053326205DC4D,precertificate,*.putatino.ru,184E7CB8C5957AA43B0061350A2,precertificate,21
*.putatino.ru,184E7CB8C5957AA43B0061350A2,precertificate,*.dsiskra.ru,184E7CD391637EF845BA0FDEC95,precertificate,20
*.dsiskra.ru,184E7CD391637EF845BA0FDEC95,precertificate,*.skazka-detsad.ru,184E7CF101F687E388D31872CB1,precertificate,20
*.skazka-detsad.ru,184E7CF101F687E388D31872CB1,precertificate,*.czn-rzn.ru,184E7D09A16ACD865363E077BDB,precertificate,23
*.czn-rzn.ru,184E7D09A16ACD865363E077BDB,precertificate,*.zaokskoe-deti.ru,184E7D41643B125093DA8193808,precertificate,21
*.zaokskoe-deti.ru,184E7D41643B125093DA8193808,precertificate,opros.sberbank.ru,184E7D5E6F27DB5AFB3CEA9C01B,precertificate,23
opros.sberbank.ru,184E7D5E6F27DB5AFB3CEA9C01B,precertificate,prep.sberbankins.ru,184E7D5F04A2E9101F97C1A5A3C,precertificate,20
prep.sberbankins.ru,184E7D5F04A2E9101F97C1A5A3C,precertificate,*.mufg.ru,184EC8C989618F656C802CC0A80,precertificate,24
*.mufg.ru,184EC8C989618F656C802CC0A80,precertificate,ubrr.ru,184EC92685533535C99AD894729,precertificate,21
ubrr.ru,184EC92685533535C99AD894729,precertificate,tko.chukotka-gov.ru,184EC943DF52C08468227D3C9A2,precertificate,18
tko.chukotka-gov.ru,184EC943DF52C08468227D3C9A2,precertificate,*.kasmuzey.ru,184EC9641FC5F7D97F1BB3ACEC4,precertificate,21
*.kasmuzey.ru,184EC9641FC5F7D97F1BB3ACEC4,precertificate,*.stenkino-sad.ru,184EC983B8B8339E8CA6D48B306,precertificate,24
*.stenkino-sad.ru,184EC983B8B8339E8CA6D48B306,precertificate,mpauth-uat.wimplatform.ru,184EC9DF04496567C072656AC76,precertificate,23
mpauth-uat.wimplatform.ru,184EC9DF04496567C072656AC76,precertificate,mpauth.wimplatform.ru,184EC9E203496567C07B2B8CE76,precertificate,22
mpauth.wimplatform.ru,184EC9E203496567C07B2B8CE76,precertificate,webapp.wimplatform.ru,184EC9E37C496567C076606CE76,precertificate,22
webapp.wimplatform.ru,184EC9E37C496567C076606CE76,precertificate,webapp-uat.wimplatform.ru,184EC9E470396567C0766BBA776,precertificate,18
webapp-uat.wimplatform.ru,184EC9E470396567C0766BBA776,precertificate,mp.wimplatform.ru,184EC9E641496567C070993C876,precertificate,23
mp.wimplatform.ru,184EC9E641496567C070993C876,precertificate,mp-uat.wimplatform.ru,184EC9E6F1496567C0796EDCE76,precertificate,18
mp-uat.wimplatform.ru,184EC9E6F1496567C0796EDCE76,precertificate,rosreestr.ru,184ECA19232B2B4AFBF23AD72D0,precertificate,22
rosreestr.ru,184ECA19232B2B4AFBF23AD72D0,precertificate,*.ds-novoselki.ru,184ECA34772C94BB41B6BCF51B7,precertificate,21
*.ds-novoselki.ru,184ECA34772C94BB41B6BCF51B7,precertificate,online-test.wealthim.ru,184ECA5CB7AFBC53DE609D68AB0,precertificate,17
online-test.wealthim.ru,184ECA5CB7AFBC53DE609D68AB0,precertificate,agent.wealthim.ru,184ECA5E802E7C152E509D68AB0,precertificate,21
agent.wealthim.ru,184ECA5E802E7C152E509D68AB0,precertificate,online.wealthim.ru,184ECA5FAB25D3645E509D68AB0,precertificate,21
online.wealthim.ru,184ECA5FAB25D3645E509D68AB0,precertificate,onlineapi.gpb.ru,184ECA9158946DFCE6C04486D9D,precertificate,23
onlineapi.gpb.ru,184ECA9158946DFCE6C04486D9D,precertificate,online.gpb.ru,184ECA92C6186DBC36F04486D9D,precertificate,17
online.gpb.ru,184ECA92C6186DBC36F04486D9D,precertificate,*.online.gpb.ru,184ECA937E18657596E04486D9D,precertificate,18
*.online.gpb.ru,184ECA937E18657596E04486D9D,precertificate,*.xn----wtbhdgm.xn--p1ai,184ECACC180668AA39C9CB73ACE,precertificate,22
*.xn----wtbhdgm.xn--p1ai,184ECACC180668AA39C9CB73ACE,precertificate,teamid.sber.ru,184ECAF2C5867A372B06C97359A,precertificate,22
teamid.sber.ru,184ECAF2C5867A372B06C97359A,precertificate,psi.teamid.sber.ru,184ECAF471803833934CB7659A3,precertificate,21
psi.teamid.sber.ru,184ECAF471803833934CB7659A3,precertificate,*.school10-rzn.ru,184F68AF3292A1E5FD6A0FF35FC,precertificate,22
*.school10-rzn.ru,184F68AF3292A1E5FD6A0FF35FC,precertificate,*.allinpower.ru,184F68D6167A5B45710232E8C19,precertificate,18
*.allinpower.ru,184F68D6167A5B45710232E8C19,precertificate,bg.alfabank.ru,184F6905BB714AC7836D2405F3C,precertificate,20
bg.alfabank.ru,184F6905BB714AC7836D2405F3C,precertificate,ic.alfabank.ru,184F6907256142C8934D2405F3C,precertificate,18
ic.alfabank.ru,184F6907256142C8934D2405F3C,precertificate,factoring.alfabank.ru,184F6908B3F6499B63D1B69A02F,precertificate,20
factoring.alfabank.ru,184F6908B3F6499B63D1B69A02F,precertificate,scf.alfabank.ru,184F690A056A66A5560A481BE78,precertificate,17
scf.alfabank.ru,184F690A056A66A5560A481BE78,precertificate,partner.alfabank.ru,184F690ADEEBD23C929461AE88B,precertificate,21
partner.alfabank.ru,184F690ADEEBD23C929461AE88B,precertificate,my.alfabank.ru,184F690BFB614EC3E36D2405F3C,precertificate,21
my.alfabank.ru,184F690BFB614EC3E36D2405F3C,precertificate,tgbot-trust.open.ru,184F69349CE8C257304422DC426,precertificate,23
tgbot-trust.open.ru,184F69349CE8C257304422DC426,precertificate,job.psbank.ru,184F6951AE66907AC54E255141B,precertificate,20
job.psbank.ru,184F6951AE66907AC54E255141B,precertificate,*.ubrr.ru,184F696CF8533535C99CD5D4B29,precertificate,21
*.ubrr.ru,184F696CF8533535C99CD5D4B29,precertificate,*.isec1085.ubrr.ru,184F6988A8533535C998DAA8536,precertificate,21
*.isec1085.ubrr.ru,184F6988A8533535C998DAA8536,precertificate,*.dev.ubrr.ru,184F69A689533535C990D7CBA29,precertificate,22
*.dev.ubrr.ru,184F69A689533535C990D7CBA29,precertificate,*.beta.ubrr.ru,184F69BEBA433535C994D29BA28,precertificate,19
*.beta.ubrr.ru,184F69BEBA433535C994D29BA28,precertificate,ubrrpartners.ubrr.ru,184F6C6711933535C99EDFB8D46,precertificate,25
ubrrpartners.ubrr.ru,184F6C6711933535C99EDFB8D46,precertificate,reg.ubrr.ru,184F6C8157533535C99ADDA7329,precertificate,20
reg.ubrr.ru,184F6C8157533535C99ADDA7329,precertificate,newdbt.ubrr.ru,184F6C9BB0D33535C99ED6EC328,precertificate,20
newdbt.ubrr.ru,184F6C9BB0D33535C99ED6EC328,precertificate,light.ubrr.ru,184F6CB0EDC33535C992DE18129,precertificate,21
light.ubrr.ru,184F6CB0EDC33535C992DE18129,precertificate,ecom.ubrr.ru,184F6CC853433535C990D342429,precertificate,22
ecom.ubrr.ru,184F6CC853433535C990D342429,precertificate,*.cadtech.ru,184F6CE0E947B9D5B0B25664B9A,precertificate,19
